Empresa,Yhaguy,
,,
CODIGOINTERNO,LISTA,
BZM 99.0034.0,72600,
BZM 99.0105.0,60700,
BZM 99.0367.0,114000,
BZM 99.0624.0,256300,
BZM 99.0985.0,255000,
BZM 99.1038.0,81300,
BZM 99.1658.0,451300,
BZM 99.1679.0,335800,
C-100,31700,
C-121274,382400,
C-12480,0,
C-12564,0,
C-131436,195500,
C-1526,0,
C-392,41700,
C0011592101,0,
CA-10130,75000,
CAB  05N4C- 12V,78000,
CAB 12107,47200,
CAB 121111,57800,
CAB 121117,77800,
CAB 121146,82800,
CAB 121169,86900,
CAB 121276,379500,
CAB 12391,33600,
CAB 12449,41200,
CAB 12491,41300,
CAB 12492,53600,
CAB 12541,56200,
CAB 12551,83700,
CAB 129049,53400,
CAB 131435,203100,
CAB 131437,219500,
CAB 13341,66700,
CAB 41214,115500,
CAB C-126004,67800,
CAB C-131437,150500,
CAB C-13571-E,108200,
CAB CB05N5C 24V,74600,
CAI 220.010,0,
CAI 220.020,0,
CAI 230.010,0,
CAI 230.020,0,
CAI 5785271702,0,
CAI 5785271710,0,
CAI 5785271729,0,
CAI 5785271737,0,
CAI FV 873.874,102800,
CAL 348611,158400,
CAN 375528,366700,
CAR 60208,308000,
CBF 400371,287000,
CBF QJ 209,177800,
CBT38L,100000,
CBT38R,100000,
CEN 85223.03,0,
CER CRC-039,825000,
CER DFC-002,594700,
CES 4N-5484,42000,
CH 5207,71500,
CHA 002,163300,
CHA CH-1676,196700,
CHA CH1088,91700,
CHA-H2224,0,
CIN 03.35.0002,2729600,
CIN 03.35.0003,2607000,
CIN 03.35.0011,2808000,
CIN 03.35.0016,2697100,
CIN 03.35.0017,5715500,
CIN 03.35.0018,5336800,
CIN 03.35.0036,8510700,
CIN 04.35.0014,1342200,
CIN 04.35.0015,1415800,
CIN 04.35.0017,1264000,
CIN 04.35.0018,4404600,
CIN 04.35.0020,1335800,
CIN 04.35.0021,1195800,
CIN 04.35.0022,1262400,
CIN 04.35.0028,431800,
CIN 04.35.0029,1862700,
CIN 04.35.0030,1788600,
CIN 04.35.0031,3098400,
CIN 04.35.0044L,824300,
CIN 04.35.0049L,926400,
CIN 04.35.0050,2192800,
CIN 04.35.0061L,887000,
CIN 04.35.0062L,882400,
CIN 05.35.0009,1256600,
CIN 05.35.0023,2020000,
CIN 05.35.0027,2161900,
CIN 05.35.0028,1905600,
CIN 05.35.0032,2084000,
CIN 05.35.0035,2639500,
CIN 05.35.0036,1620600,
CIN 05.35.0082,215500,
CIN 05.35.0105,1362200,
CIN 05.35.0106L,1073400,
CIN 05.35.0113,1208800,
CIN 05.35.0118,1288000,
CIN 06.35.0006,2549600,
CIN 06.35.0008,2576800,
CIN 06.35.0009,2353600,
CIN 06.35.0010,2538700,
CIN 06.35.0020,2508000,
CIN 06.35.0027,7575500,
CIN 06.35.0028,4413600,
CIN 06.35.0029,6644000,
CIN 06.35.0030,7497900,
CIN 06.35.0031,2552000,
CIN 06.35.0032,2379800,
CIN 06.35.0033,2671200,
CIN 06.35.0035,5924300,
CIN 06.35.0036,4316300,
CIN 06.35.0037,5745600,
CIN 06.35.0039,5495800,
CIN 06.35.0040,5357600,
CIN 06.35.0041,5968400,
CIN 06.35.0042,5414400,
CIN 06.35.0043,6431200,
CIN 06.35.0044,8003500,
CIN 06.35.0049,4431800,
CIN 06.35.0050,7706700,
CIN 06.35.0057,2534400,
CIN 06.35.0058,8889400,
CIN 06.35.0076,5457400,
CIN 07.35.0191,2546700,
CIN 10.33.0001,397600,
CIN 10.33.0003,297900,
CIN 10.33.0009,487200,
CIN 10.33.0104,663500,
CIN 10.33.0205,605400,
CIN 10.33.0239,425400,
CIN 10.33.0240,221600,
CIN 10.33.0251,689900,
CIN 10.33.0260,314400,
CIN 10.33.0266,575000,
CIN 10.33.0267,487800,
CIN 10.33.0268,579500,
CIN 10.33.0269,557400,
CIN 10.33.0277,689600,
CIN 10.33.0280,396600,
CIN 10.33.0281,372300,
CIN 10.33.0282,484800,
CIN 10.33.0283,289600,
CIN 10.33.0284,412600,
CIN 10.33.0285,460800,
CIN 10.33.0286,318200,
CIN 10.33.0287,602200,
CIN 10.33.0288,262200,
CIN 10.33.0290,437600,
CIN 10.33.0300,637400,
CIN 10.33.0312,535500,
CIN 10.33.0313,608300,
CIN 10.33.0314,686200,
CIN 10.33.0315,572600,
CIN 10.33.0322,652000,
CIN 10.33.0323,752600,
CIN 10.33.0324,341400,
CIN 10.33.0325,630700,
CIN 10.33.0326,725900,
CIN 10.33.0327,828800,
CIN 10.33.0339,691200,
CIN 10.33.0340,565400,
CIN 10.33.0341,876000,
CIN 10.33.0345,510400,
CIN 10.33.0346,677200,
CIN 10.33.0348,562200,
CIN 10.33.0350,704800,
CIN 10.33.0351,808800,
CIN 10.33.0357,319800,
CIN 10.33.0361,608300,
CIN 10.33.0372,212300,
CIN 10.33.0373,261600,
CIN 10.33.0374,1107800,
CIN 10.33.0376,273400,
CIN 10.33.0380,1054200,
CIN 10.33.0386,921600,
CIN 10.33.0410,499200,
CIN 10.33.0412,209100,
CIN 10.33.0413,798200,
CIN 10.33.0414,364600,
CIN 10.33.0415,228000,
CIN 10.33.0416,216800,
CIN 10.33.0424,217900,
CIN 10.33.0425,446700,
CIN 10.33.0426,1122200,
CIN 10.33.0427,497100,
CIN 10.33.0428,329100,
CIN 10.33.0429,249600,
CIN 10.33.0440,333400,
CIN 10.33.0444,637100,
CIN 10.33.0445,867800,
CIN 10.33.0448,212800,
CIN 10.33.0450,496800,
CIN 10.33.0451,485900,
CIN 10.33.0452,412000,
CIN 10.33.0453,609100,
CIN 10.33.0456,473600,
CIN 10.33.0457,665600,
CIN 10.33.0458,843000,
CIN 10.33.0459,227000,
CIN 10.33.0461,340600,
CIN 10.33.0462,552000,
CIN 10.33.0464,991800,
CIN 10.33.0465,215800,
CIN 10.33.0466,595200,
CIN 10.33.0467,462400,
CIN 10.33.0471,545600,
CIN 10.33.0478,636000,
CIN 10.33.0479,661600,
CIN 10.33.0480,336300,
CIN 10.33.0482,338300,
CIN 10.33.0487,443200,
CIN 10.33.0488,456300,
CIN 10.33.0489,343800,
CIN 10.33.0490,461600,
CIN 10.33.0493,320800,
CIN 10.33.0513,898200,
CIN 10.33.0514,1009100,
CIN 10.33.0515,654700,
CIN 10.33.0516,691200,
CIN 10.33.0517,724000,
CIN 10.33.0518,571200,
CIN 10.33.0570,827500,
CIN 10.33.0571,1088000,
CIN 10.33.0572,840300,
CIN 10.33.0573,541400,
CIN 10.33.0574,755000,
CIN 10.33.0575,690400,
CIN 10.33.0578,1003000,
CIN 10.33.0579,771200,
CIN 10.33.0585L,400800,
CIN 10.33.0592L,295800,
CIN 10.33.0595L,412600,
CIN 10.33.0597L,549900,
CIN 10.33.0598L,349100,
CIN 10.35.0010,300600,
CIN 10.35.0015,554400,
CIN 10.35.0093,594400,
CIN 10.35.0447,720800,
CIN 10.35.0468,375200,
CIN 10.35.0477,648000,
CIN 10.35.0593L,577600,
CIN 10.35.0596L,535200,
CIN 10.35.0600L,838200,
CIN 10.35.0602L,667000,
CIN 11.33.0009,544300,
CIN 11.33.0025,522700,
CIN 11.33.0028,1152300,
CIN 11.33.0029,1270400,
CIN 11.33.0032,1163500,
CIN 11.33.0033,448300,
CIN 12.33.0012,533400,
CIN 12.33.0021,892800,
CIN 12.33.0023,923000,
CIN 12.33.0024,933400,
CIN 12.33.0025,626400,
CIN 12.33.0026,605100,
CIN 12.33.0027,629400,
CIN 12.33.0028,910700,
CIN 12.33.0035,817400,
CIN 12.33.0037,1302400,
CIN 12.33.0038,1333100,
CIN 12.33.0039,904000,
CIN 12.33.0041,549900,
CIN 12.33.0043,770400,
CIN 12.33.0044,773400,
CIN 12.33.0047,825600,
CIN 12.33.0048,1053900,
CIN 12.33.0049,1290700,
CIN 12.35.0040,2582400,
CIN 12.35.0042,2043800,
CIN 12.35.0063L,926200,
CIN 12.35.0064L,844600,
CIN 13.33.0020,904000,
CIN 13.33.0021,805400,
CIN 13.33.0029,1075300,
CIN 13.33.0030,841100,
CIN 13.33.0033,945400,
CIN 13.33.0035,1611500,
CIN 13.33.0036,1743800,
CIN 13.33.0037,1732600,
CIN 13.33.0038,1703800,
CIN 13.33.0040,2403800,
CIN 13.33.0042,2301100,
CIN 13.33.0043,1355200,
CIN 13.33.0046,1077100,
CIN 13.33.0047,1744300,
CIN 13.33.0048,1637400,
CIN 13.33.0071,1025900,
CIN 13.33.0072,821900,
CIN 13.33.0073,1096600,
CIN 13.33.0074,1121900,
CIN 13.33.0075,904800,
CIN 13.33.0076,1266200,
CIN 13.33.0077,1060600,
CIN 13.33.0078,1500600,
CIN 13.33.0079,1980000,
CIN 13.33.0091,1697400,
CIN 13.33.0099,2201400,
CIN 13.33.0100,2068600,
CIN 13.33.0101,1926200,
CIN 13.33.0104,2072600,
CIN 13.33.0198L,1001900,
CIN 13.35.0044,2685400,
CIN 13.35.0191,1692000,
CIN 14.33.0001,354700,
CIN 14.33.0003,305600,
CIN 14.33.0007,499200,
CIN 14.33.0011,552300,
CIN 14.33.0022,320000,
CIN 14.33.0024L,112000,
CIN 14.33.0030,219200,
CIN 14.33.0031,316600,
CIN 14.33.0033,514700,
CIN 14.33.0034,478700,
CIN 14.33.0035,286700,
CIN 14.33.0036,286400,
CIN 14.33.0037,696800,
CIN 14.33.0038,262200,
CIN 14.33.0039L,89400,
CIN 14.33.0040,309900,
CIN 14.33.0041,269400,
CIN 14.33.0043,239000,
CIN 14.33.0044,184800,
CIN 14.33.0045,360600,
CIN 14.33.0048,476800,
CIN 14.33.0049,306700,
CIN 14.33.0051,353400,
CIN 14.33.0052,270700,
CIN 14.33.0055,310700,
CIN 14.33.0061,357900,
CIN 14.33.0073,198200,
CIN 14.33.0075,540800,
CIN 14.33.0077,363900,
CIN 14.33.0082,290400,
CIN 14.33.0083,870400,
CIN 14.33.0084,571500,
CIN 14.33.0085,347100,
CIN 14.33.0090,583400,
CIN 14.33.0091,419200,
CIN 14.33.0094,292400,
CIN 14.33.0095,259500,
CIN 14.33.0096,511900,
CIN 14.33.0098,359300,
CIN 14.33.0099,222700,
CIN 14.33.0100,291800,
CIN 14.33.0101,376600,
CIN 14.33.0103,343000,
CIN 14.33.0104,328000,
CIN 14.33.0105,360600,
CIN 14.33.0108,630200,
CIN 14.33.0109,911800,
CIN 14.33.0110L,1574400,
CIN 14.33.0114,311500,
CIN 14.33.0116,651500,
CIN 14.33.0117,513400,
CIN 14.33.0118,435800,
CIN 14.33.0119,406400,
CIN 14.33.0121,312800,
CIN 14.33.0122,300300,
CIN 14.33.0123,631000,
CIN 14.33.0124,853400,
CIN 14.33.0125,511200,
CIN 14.33.0127,392300,
CIN 14.33.0128,318700,
CIN 14.33.0129,404000,
CIN 14.33.0130,522400,
CIN 14.33.0131,505100,
CIN 14.33.0134,680000,
CIN 14.33.0139,528000,
CIN 14.33.0154,285100,
CIN 14.33.0165,475500,
CIN 14.33.0225,314700,
CIN 14.33.0228,596600,
CIN 14.33.0229,287800,
CIN 14.33.0242,327800,
CIN 14.33.0243L,80300,
CIN 14.33.0288L,263200,
CIN 14.33.0290L,275800,
CIN 14.33.0321,392800,
CIN 14.33.0330,501400,
CIN 14.33.0358,484000,
CIN 14.33.0385,1679800,
CIN 14.33.0400,709400,
CIN 14.33.0401,812800,
CIN 14.33.0442,592600,
CIN 14.33.0443,817400,
CIN 14.33.0444,830700,
CIN 14.33.0445,838400,
CIN 14.33.0446,584600,
CIN 14.33.0447,486200,
CIN 14.33.0448,507800,
CIN 14.33.0449,453900,
CIN 14.35.0029,516600,
CIN 14.35.0032,1054400,
CIN 14.35.0057,486700,
CIN 14.35.0067,787700,
CIN 14.35.0074,569500,
CIN 14.38.0071,167200,
CIN 14.38.0072,65400,
CIN 14.38.0227,110700,
CIN 14.38.1071L,198200,
CIN 15.33.0080,2150200,
CIN 15.33.0082,2448300,
CIN 17.33.0005,199000,
CIN 17.33.0009,199800,
CIN 17.33.0018,207000,
CIN 17.33.0021,385900,
CIN 17.33.0023,348000,
CIN 17.33.0026,579800,
CIN 17.33.0030,659200,
CIN 17.33.0031,673400,
CIN 17.33.0032,364800,
CIN 17.33.0047,330700,
CIN 17.33.0048,269400,
CIN 17.33.0049,559800,
CIN 17.33.0050,640300,
CIN 17.33.0105,193400,
CIN 17.33.0113,193400,
CIN 17.33.0118,202700,
CIN 18.33.0009,112600,
CIN 18.33.0014,228300,
CIN 18.33.0019,175200,
CIN 18.33.0028,164300,
CIN 18.33.0030,408300,
CIN 18.33.0047,154400,
CIN 18.33.0105,112800,
CIN 18.33.0113,111000,
CIN 19.33.0023,726400,
CIN 19.33.0080,801900,
CIN 19.33.0083,1399500,
CIN 19.33.0084,1420600,
CIN 19.33.0085,1066400,
CIN 19.33.0086,1236000,
CIN 19.33.0120,1268000,
CIN 19.33.0121,1334700,
CIN 19.33.0124,1095000,
CIN 19.33.0125,1151000,
CIN 19.33.0142,639800,
CIN 19.33.0143,1939200,
CIN 19.33.0163,1588000,
CIN 19.33.0227,1587500,
CIN 19.33.0228,1602200,
CIN 19.33.0279,1993600,
CIN 19.33.0280,1778400,
CIN 19.33.1124,1374700,
CIN 20.33.0051,835800,
CIN 20.35.0010,552300,
CIN 21.33.0047,2346400,
CIN 21.33.0050,1930400,
CIN 21.35.0045,1151200,
CIN 21.35.0046,1043200,
CIN 24.33.0047,660600,
CIN 24.33.1032L,287800,
CIN 24.35.0038,410700,
CIN 24.35.1035,488000,
CIN 24.35.1043,313600,
CIN 24.35.1050,371200,
CIN 25.33.0060L,918200,
CIN 26.33.0012,291500,
CIN 26.33.0013,343800,
CIN 26.33.0016,228000,
CIN 26.33.0024L,261400,
CIN 26.33.0025,2834200,
CIN 26.33.0026,604600,
CIN 26.33.0028,231200,
CIN 26.33.0127,548800,
CIN 28.33.0003,195000,
CIN 28.33.0004,204300,
CIN 28.33.0009,449900,
CIN 28.33.0012,264600,
CIN 28.33.0021,293900,
CIN 28.33.0023,885400,
CIN 28.33.0024,251200,
CIN 28.33.0044,311000,
CIN 28.33.0047,443800,
CIN 32.33.0009,207800,
CIN 32.33.0010,192300,
CIN 32.33.0014,220800,
CIN 32.33.0016,193900,
CIN 32.33.0026,171200,
CIN 32.33.0027,214200,
CIN 32.33.0028,196800,
CIN 32.33.0029,184000,
CIN 32.33.0030,187000,
CIN 32.33.0031,213900,
CIN 32.33.0032,209100,
CIN 32.33.0033,206700,
CIN 32.33.0034,202400,
CIN 32.33.0045,200800,
CIN 32.33.0047,144300,
CIN 32.33.0051,177100,
CIN 32.33.0053,190700,
CIN 32.33.0054,144300,
CIN 32.33.0061,274400,
CIN 34.33.0006,101900,
CIN 34.33.0007,85900,
CIN 34.33.0008,99200,
CIN 36.33.0035,81400,
CIN 41.33.0173,1938700,
CIN 41.33.0180L,3234700,
CIN 41.33.0181L,3169400,
CIN 41.35.0006,1443500,
CIN 41.35.0007,1460600,
CIN 41.35.0016,1220000,
CIN 41.35.0018,1192000,
CIN 41.35.0019,1425900,
CIN 41.35.0053,2336800,
CIN 41.35.0054,2885600,
CIN 41.35.0059,4956600,
CIN 41.35.1040L,1843000,
CIN 41.35.1050L,1905600,
CIN 45.33.0002,440600,
CIN 45.33.0003,365900,
CIN 45.33.0008,373900,
CIN 45.33.0091,558400,
CIN 45.33.1003,450400,
CIN 45.33.1005,349600,
CIN 45.33.1010,531500,
CIN 45.33.1120,537400,
CIN 46.35.0002A,1402200,
CIN 46.35.0023,747500,
CIN 46.35.0064,1214700,
CIN 46.35.1015,840000,
CIN 46.35.1016,860300,
CIN 46.35.1018,823200,
CIN 46.35.1021,800600,
CIN 46.35.1025,888600,
CIN 46.35.1045,1166200,
CIN 46.35.1092,1383500,
CIN 46.35.1093,1353600,
CIN 46.35.1108L,1052800,
CIN 48.35.0001L,2666700,
CIN 48.35.0002,2666700,
CIN 48.35.0003,2666700,
CIN 48.35.0004,3141400,
CIN 48.35.0005L,2613000,
CIN 48.35.0006L,3141400,
CIN 48.35.0007,2393600,
CIN 48.35.0008L,3008600,
CIN 48.35.0018,2695900,
CIN 48.35.0020,900300,
CIN 48.35.0067,4761900,
CIN 50.33.0316,403800,
CIN 50.33.0349,391500,
CIN 50.33.0462,1496600,
CIN 50.33.0501,395800,
CIN 50.33.0502,451800,
CIN 50.33.0576,335200,
CIN 50.33.0631,355500,
CIN 50.33.1220L,238200,
CIN 50.33.1221,402200,
CIN 50.33.1226,519000,
CIN 50.33.1227,427000,
CIN 50.33.1230,305100,
CIN 50.33.1231,288300,
CIN 51.33.0002,527800,
CIN 51.33.0012,622200,
CIN 60.38.0242L,4600,
CINA 1103.36.71,0,
CINA 1315,325300,
CINA 1315.19.71,325300,
CINA 1316,319900,
CINA 1316.19.71,283400,
CINA 1416.17.71,57800,
CINA 5015.38.71,97600,
CINA 5016.38.71,136500,
CINA 5017.38.71,140000,
CINA 5028,397300,
CINA 5106.39.71,422900,
CINA 5111.39.71,97400,
CINA 5112.39.71,163200,
CINA 5113.39.71,115500,
CINA 5114.39.71,190400,
CINA 5405.18.71,83000,
CINA 5408,230900,
CINA 5950.37.71,87100,
CIP 105006,49900,
CIP 1100734,89900,
CIP 1103397,89000,
CIP 1107968,4800,
CIP 1108053,4700,
CIP 1108488,13900,
CIP 1109288,2600,
CIP 1111459,273900,
CIP 1112482,64600,
CIP 1112484,164300,
CIP 1113910,186200,
CIP 1113914,16600,
CIP 1114315,49100,
CIP 1115443,49600,
CIP 1116848 X,59200,
CIP 1118884,459500,
CIP 1123256,129800,
CIP 120310,3700,
CIP 120828,8900,
CIP 121469,900,
CIP 123102,13600,
CIP 124268,31900,
CIP 1300086,242100,
CIP 1301106,112700,
CIP 1302168,3200,
CIP 1303600,1124700,
CIP 1304852,108400,
CIP 1305294,89200,
CIP 1305676,71000,
CIP 1305936,286200,
CIP 1306492,75400,
CIP 1307953,23900,
CIP 1308161,185200,
CIP 1309563,8500,
CIP 131041,8300,
CIP 1312886,225000,
CIP 1313765,424900,
CIP 1316331,105400,
CIP 1318321,123000,
CIP 1320602,143700,
CIP 1321420,221300,
CIP 1321420 X,16000,
CIP 1324597,333700,
CIP 1324598,296200,
CIP 1324599,410200,
CIP 1324600,436600,
CIP 1324712,11800,
CIP 1324713,127000,
CIP 1327015,109100,
CIP 1328563,8500,
CIP 1328726,12600,
CIP 133011,265000,
CIP 1331044 X,50000,
CIP 1332207,56700,
CIP 1334037,468700,
CIP 1334041,16700,
CIP 1334539,4500,
CIP 1336357,14800,
CIP 1338893,60400,
CIP 1339241C,3344800,
CIP 1340002,7600,
CIP 1341684,46500,
CIP 1341685,66700,
CIP 1342652,125700,
CIP 1342956,25300,
CIP 1343100,305000,
CIP 1343134,5200,
CIP 1344182,5400,
CIP 1345149,141700,
CIP 1345682,3200,
CIP 1345683,3400,
CIP 1346119,7900,
CIP 1346177,16700,
CIP 1346178,16700,
CIP 1346907,12300,
CIP 1348121,195900,
CIP 1348477,204600,
CIP 1348510,64000,
CIP 1349497,21600,
CIP 1349810,11000,
CIP 1349840,217600,
CIP 1351203,174800,
CIP 1352885,3400,
CIP 1352886,3300,
CIP 1355677,58400,
CIP 1355979,423900,
CIP 1358202,268900,
CIP 1360294,6400,
CIP 1363122,374400,
CIP 1364290,190000,
CIP 1364636,212200,
CIP 1366764,10600,
CIP 1367027,9200,
CIP 1368061,3600,
CIP 1368918,32000,
CIP 1371200,118200,
CIP 1371201,87800,
CIP 1371206,45300,
CIP 1371207,41800,
CIP 1371208,76900,
CIP 1371599,17500,
CIP 1371788,410000,
CIP 1372510,17700,
CIP 1373126,3900,
CIP 1373520,229200,
CIP 1374050,15300,
CIP 1374295,9100,
CIP 1375390,39300,
CIP 1375429,32300,
CIP 1375672,130800,
CIP 1376871,311600,
CIP 1376911,6000,
CIP 1377386,60600,
CIP 1379621,189700,
CIP 1380036,43400,
CIP 1381114,117300,
CIP 1381235,48800,
CIP 1382795,48800,
CIP 1382827,267900,
CIP 1383858,10400,
CIP 1384394,45300,
CIP 1384624,112000,
CIP 1385170,3700,
CIP 1386423,24500,
CIP 1386424,26900,
CIP 1387136,101500,
CIP 1390025,16400,
CIP 139039,26700,
CIP 1390705,259100,
CIP 1390747,216700,
CIP 1390883,8500,
CIP 1391051,104100,
CIP 139128,15400,
CIP 139189,466300,
CIP 139253,4800,
CIP 1393424,3666700,
CIP 1393641,224700,
CIP 139463,8700,
CIP 1397400,304300,
CIP 1397796,391700,
CIP 1398645,32600,
CIP 1398645X,21500,
CIP 1400213,313800,
CIP 1402450,395500,
CIP 1403618,39500,
CIP 140525,4800,
CIP 1405788,324300,
CIP 141166,8100,
CIP 1413146,71900,
CIP 1414422,12100,
CIP 1420776,9900,
CIP 1421186,950400,
CIP 1422991,279400,
CIP 1422991 L,105100,
CIP 1422992,253400,
CIP 1422992 L,461100,
CIP 1423608,69300,
CIP 1423610,4900,
CIP 1423891,3269300,
CIP 1423990,221200,
CIP 1424231,207100,
CIP 1428940,114600,
CIP 1428941,125000,
CIP 1436783,84000,
CIP 1439825,80300,
CIP 1440370,1094500,
CIP 1440406,195000,
CIP 1440407,237800,
CIP 1442109,48700,
CIP 144272,1900,
CIP 144463,4900,
CIP 145046083,97000,
CIP 1451946,26800,
CIP 1460812,55700,
CIP 1461191,475100,
CIP 1461417,32000,
CIP 1465411,2450900,
CIP 1466082,11400,
CIP 147135,135000,
CIP 1472771,81200,
CIP 1476415,208700,
CIP 1484715,174000,
CIP 1484809,104600,
CIP 1488409,136500,
CIP 1502384,72500,
CIP 1504160,55600,
CIP 1505366,36400,
CIP 1511775,694900,
CIP 1515117,131900,
CIP 1515118,116700,
CIP 1515985,42500,
CIP 1515986,42500,
CIP 1515987,42500,
CIP 1527453,142400,
CIP 15323,7100,
CIP 1546784,10200,
CIP 1546788,10200,
CIP 1546789,20900,
CIP 156938,1900,
CIP 157287,3500,
CIP 1586683,58300,
CIP 159959,9700,
CIP 1613341,39600,
CIP 161931,48700,
CIP 165286,1400,
CIP 1655639,1206700,
CIP 165815,11500,
CIP 165816,13900,
CIP 165817,16100,
CIP 165818,16600,
CIP 1670497,3900,
CIP 1671953,542800,
CIP 1672167,164300,
CIP 1672220,89700,
CIP 1672561,66600,
CIP 1673890,59000,
CIP 1675603,583400,
CIP 1675870C,265000,
CIP 1676627,40800,
CIP 1676744,22700,
CIP 1677497,20400,
CIP 1678102,517600,
CIP 168247,164300,
CIP 169136,20300,
CIP 170042,42100,
CIP 170043,16700,
CIP 170083,15000,
CIP 170132,10500,
CIP 170700,48600,
CIP 170951,12900,
CIP 17113,6400,
CIP 172441,10000,
CIP 1732515,97900,
CIP 1738379,208400,
CIP 1742449,186900,
CIP 174530,31400,
CIP 174765,16200,
CIP 174783,38200,
CIP 174784,34200,
CIP 174806,73800,
CIP 175519,29500,
CIP 176815X,9500,
CIP 177526,16000,
CIP 177986,3800,
CIP 1789305,149000,
CIP 179360,20900,
CIP 180064,69600,
CIP 180435,41900,
CIP 181383,7800,
CIP 184055,3200,
CIP 184492,3400,
CIP 1858884,125800,
CIP 1858885,125800,
CIP 191438,38600,
CIP 192873,22500,
CIP 194263,51300,
CIP 194413,97700,
CIP 194414,2800,
CIP 194415,18000,
CIP 194429,81600,
CIP 194521,233000,
CIP 1953052,32000,
CIP 1953075,73100,
CIP 1953212,98500,
CIP 1953229,42400,
CIP 1953573,16800,
CIP 1953781,120700,
CIP 1953864,67800,
CIP 1953874,39800,
CIP 195646,25200,
CIP 203909,35200,
CIP 203930,74600,
CIP 207783,51800,
CIP 208198,23200,
CIP 208200,163900,
CIP 20835246,645500,
CIP 210946,149400,
CIP 211139,8500,
CIP 211809,34500,
CIP 211818,2200,
CIP 211821,13400,
CIP 214119,1600,
CIP 214522,12900,
CIP 215242,39600,
CIP 2197391,696500,
CIP 224710,9300,
CIP 225898,26000,
CIP 228805,93100,
CIP 228817,466900,
CIP 228831,74600,
CIP 228832,146100,
CIP 231127,12000,
CIP 232779,28000,
CIP 234017,9900,
CIP 234309,5800,
CIP 234387,31700,
CIP 236332,31900,
CIP 236701,19700,
CIP 238777,1400,
CIP 241805,18500,
CIP 242653,84500,
CIP 242663,4900,
CIP 244090,55500,
CIP 244437,31300,
CIP 244437C,92900,
CIP 244437X,73700,
CIP 244441.1,22500,
CIP 244448,8300,
CIP 244948,11500,
CIP 244954,29100,
CIP 244967,1400,
CIP 244995,3100,
CIP 248325,24000,
CIP 249928,2600,
CIP 254669,3400,
CIP 254775,1400,
CIP 259065,997900,
CIP 259100,115100,
CIP 260107,5000,
CIP 264125,2400,
CIP 267353,100800,
CIP 267460,14400,
CIP 268281,249000,
CIP 270142,94000,
CIP 270960,29100,
CIP 271676,32800,
CIP 273022,39700,
CIP 273023,4800,
CIP 273120,22100,
CIP 273667,31200,
CIP 273792,18200,
CIP 275036,3600,
CIP 275873,37400,
CIP 276087,157100,
CIP 276910,123900,
CIP 277632,6900,
CIP 278082,6900,
CIP 278333,77600,
CIP 278335,5200,
CIP 278531,0,
CIP 280861,155500,
CIP 280862,11500,
CIP 283295,4100,
CIP 283297,38800,
CIP 283319,10300,
CIP 284015C,339900,
CIP 284815,13800,
CIP 287448,32100,
CIP 287449,3900,
CIP 288065,69900,
CIP 289336,12700,
CIP 290412,33600,
CIP 290849,58900,
CIP 290947,135700,
CIP 290950,103900,
CIP 291071,131700,
CIP 291242,233100,
CIP 292751,218900,
CIP 292761,725000,
CIP 292847,11000,
CIP 293007,285300,
CIP 293008,191700,
CIP 294427,36200,
CIP 294612,24200,
CIP 294613,6500,
CIP 295960,8700,
CIP 296028,108900,
CIP 296098,199300,
CIP 296211,104600,
CIP 296212,107600,
CIP 296815,154100,
CIP 297087,3500,
CIP 297488,4900,
CIP 297644,29100,
CIP 297645,35900,
CIP 297646,74700,
CIP 298924,21700,
CIP 300807,109900,
CIP 300809,94300,
CIP 301125,232200,
CIP 301125F,28700,
CIP 301189,20600,
CIP 301192,42000,
CIP 301476,11300,
CIP 301518,23900,
CIP 301789,66600,
CIP 301901,7000,
CIP 302473,8800,
CIP 302746,13800,
CIP 303075,84300,
CIP 303093,32100,
CIP 303441,34800,
CIP 303496,60900,
CIP 303497,82500,
CIP 303659,125100,
CIP 303904,153500,
CIP 304307,124700,
CIP 304309,57500,
CIP 305317,151600,
CIP 306133,37900,
CIP 306278,52300,
CIP 308097,39900,
CIP 308275,75600,
CIP 308389,14400,
CIP 308472,568000,
CIP 308782,37400,
CIP 309467,26500,
CIP 310243,35600,
CIP 310733,321100,
CIP 311438,12100,
CIP 311448,70800,
CIP 311757,1600,
CIP 312348,130200,
CIP 312436,34400,
CIP 312599,71800,
CIP 312838,57600,
CIP 313114,191100,
CIP 313139,8300,
CIP 313512,62000,
CIP 314063,22800,
CIP 314876,4100,
CIP 314878,24700,
CIP 315022,13900,
CIP 315060,12600,
CIP 315554 X,64000,
CIP 315824,313500,
CIP 315975,461800,
CIP 318350,124300,
CIP 318364,63000,
CIP 318523,10800,
CIP 318537,20900,
CIP 318541,29900,
CIP 319394,31900,
CIP 321297,48800,
CIP 321419,82100,
CIP 322209,39800,
CIP 322289,36700,
CIP 322567,155000,
CIP 322568,171200,
CIP 323508,3700,
CIP 323508 X,31200,
CIP 324688,3500,
CIP 324689,3500,
CIP 325114,101800,
CIP 328928,42100,
CIP 329636,42200,
CIP 330120,114000,
CIP 331651,54200,
CIP 332476,296800,
CIP 333653,130500,
CIP 334542,393600,
CIP 339130,22400,
CIP 340430,2000,
CIP 342837,136000,
CIP 346085,2500,
CIP 347912,71800,
CIP 348907,8300,
CIP 349034,26900,
CIP 350044,0,
CIP 350483,135400,
CIP 350484,98100,
CIP 352750,516600,
CIP 353628,59000,
