Empresa,Yhaguy,,,,,,
,,,,,,,
RAZONSOCIAL,NRODOCUMENTO,CONCEPTO,EMISION,VENCIMIENTO,IMPORTE,SALDO,IDCUENTA
YHAGUY BATERIAS S.A.,11489,Gastos Credito,08/12/2017 00:00:00,09/11/2017 00:00:00,388000,388000,58348
YHAGUY BATERIAS S.A.,11537,Gastos Credito,08/14/2017 00:00:00,09/13/2017 00:00:00,343720,343720,58348
YHAGUY BATERIAS S.A.,11468,Compras  CREDITO,08/11/2017 00:00:00,09/10/2017 00:00:00,30444836,30444836,58348
YHAGUY BATERIAS S.A.,11469,Compras  CREDITO,08/11/2017 00:00:00,09/10/2017 00:00:00,2378272,2378272,58348
YHAGUY BATERIAS S.A.,11461,Compras  CREDITO,08/11/2017 00:00:00,09/10/2017 00:00:00,37052664,37052664,58348
YHAGUY BATERIAS S.A.,11462,Compras  CREDITO,08/11/2017 00:00:00,09/10/2017 00:00:00,1520064,1520064,58348
YHAGUY BATERIAS S.A.,11706,Compras  CREDITO,08/21/2017 00:00:00,09/20/2017 00:00:00,5959200,5959200,58348
YHAGUY BATERIAS S.A.,11836,Compras  CREDITO,08/23/2017 00:00:00,09/22/2017 00:00:00,16452000,16452000,58348
YHAGUY BATERIAS S.A.,11603,Gastos Credito,08/17/2017 00:00:00,09/16/2017 00:00:00,236000,236000,58348
YHAGUY BATERIAS S.A.,11923,Compras  CREDITO,08/25/2017 00:00:00,09/24/2017 00:00:00,21068320,21068320,58348
YHAGUY BATERIAS S.A.,11991,Gastos Credito,08/28/2017 00:00:00,09/27/2017 00:00:00,212000,212000,58348
YHAGUY BATERIAS S.A.,11924,Compras  CREDITO,08/25/2017 00:00:00,09/24/2017 00:00:00,6754000,6754000,58348
YHAGUY BATERIAS S.A.,12188,Compras  CREDITO,09/02/2017 00:00:00,10/02/2017 00:00:00,18638050,18638050,58348
YHAGUY BATERIAS S.A.,12336,Gastos Credito,09/07/2017 00:00:00,10/07/2017 00:00:00,277680,277680,58348
YHAGUY BATERIAS S.A.,12403,Compras  CREDITO,09/08/2017 00:00:00,10/08/2017 00:00:00,4586400,4586400,58348
YHAGUY BATERIAS S.A.,12428,Compras  CREDITO,09/11/2017 00:00:00,10/11/2017 00:00:00,7840000,7840000,58348
YHAGUY BATERIAS S.A.,12408,Compras  CREDITO,09/08/2017 00:00:00,10/08/2017 00:00:00,53820740,53820740,58348
YHAGUY BATERIAS S.A.,12409,Compras  CREDITO,09/08/2017 00:00:00,10/08/2017 00:00:00,3948640,3948640,58348
YHAGUY BATERIAS S.A.,12601,Compras  CREDITO,09/15/2017 00:00:00,10/15/2017 00:00:00,7160400,7160400,58348
YHAGUY BATERIAS S.A.,12657,Compras  CREDITO,09/18/2017 00:00:00,10/18/2017 00:00:00,10192000,10192000,58348
YHAGUY BATERIAS S.A.,12696,Compras  CREDITO,09/19/2017 00:00:00,10/19/2017 00:00:00,5148000,5148000,58348
YHAGUY BATERIAS S.A.,12782,Compras  CREDITO,09/21/2017 00:00:00,10/21/2017 00:00:00,6530000,6530000,58348
YHAGUY BATERIAS S.A.,12807,Compras  CREDITO,09/21/2017 00:00:00,10/21/2017 00:00:00,29105000,29105000,58348
YHAGUY BATERIAS S.A.,12808,Compras  CREDITO,09/21/2017 00:00:00,10/21/2017 00:00:00,5454416,5454416,58348
YHAGUY BATERIAS S.A.,12975,Compras  CREDITO,09/27/2017 00:00:00,10/27/2017 00:00:00,10771500,10771500,58348
YHAGUY BATERIAS S.A.,13115,Gastos Credito,10/04/2017 00:00:00,11/03/2017 00:00:00,144177,144177,58348
YHAGUY BATERIAS S.A.,13113,Compras  CREDITO,10/03/2017 00:00:00,11/02/2017 00:00:00,39220690,39220690,58348
YHAGUY BATERIAS S.A.,13358,Compras  CREDITO,10/11/2017 00:00:00,11/08/2017 00:00:00,12925080,12925080,58348
YHAGUY BATERIAS S.A.,13515,Compras  CREDITO,10/16/2017 00:00:00,11/15/2017 00:00:00,4375800,4375800,58348
YHAGUY BATERIAS S.A.,13630,Compras  CREDITO,10/19/2017 00:00:00,11/18/2017 00:00:00,54766452,54766452,58348
YHAGUY BATERIAS S.A.,13631,Compras  CREDITO,10/19/2017 00:00:00,11/18/2017 00:00:00,22298800,22298800,58348
YHAGUY BATERIAS S.A.,13632,Compras  CREDITO,10/19/2017 00:00:00,11/18/2017 00:00:00,1506000,1506000,58348
YHAGUY BATERIAS S.A.,13626,Compras  CREDITO,10/19/2017 00:00:00,11/18/2017 00:00:00,740480,740480,58348
YHAGUY BATERIAS S.A.,13670,Compras  CREDITO,10/20/2017 00:00:00,11/19/2017 00:00:00,240700,240700,58348
YHAGUY BATERIAS S.A.,13848,Compras  CREDITO,10/26/2017 00:00:00,11/25/2017 00:00:00,13590928,13590928,58348
YHAGUY BATERIAS S.A.,13891,Compras  CREDITO,10/27/2017 00:00:00,11/26/2017 00:00:00,5596864,5596864,58348
YHAGUY BATERIAS S.A.,14034,Compras  CREDITO,10/31/2017 00:00:00,11/30/2017 00:00:00,38694384,38694384,58348
YHAGUY BATERIAS S.A.,14035,Compras  CREDITO,10/31/2017 00:00:00,11/30/2017 00:00:00,2884536,2884536,58348
YHAGUY BATERIAS S.A.,14075,Compras  CREDITO,11/01/2017 00:00:00,12/01/2017 00:00:00,5832000,5832000,58348
YHAGUY BATERIAS S.A.,14153,Compras  CREDITO,11/06/2017 00:00:00,12/06/2017 00:00:00,7290000,7290000,58348
YHAGUY BATERIAS S.A.,14229,Compras  CREDITO,11/07/2017 00:00:00,12/07/2017 00:00:00,14998000,14998000,58348
YHAGUY BATERIAS S.A.,14277,Compras  CREDITO,11/08/2017 00:00:00,12/08/2017 00:00:00,41504000,41504000,58348
YHAGUY BATERIAS S.A.,14430,Compras  CREDITO,11/13/2017 00:00:00,12/13/2017 00:00:00,15427000,15427000,58348
YHAGUY BATERIAS S.A.,14519,Compras  CREDITO,11/15/2017 00:00:00,12/15/2017 00:00:00,5988000,5988000,58348
YHAGUY BATERIAS S.A.,14670,Compras  CREDITO,11/20/2017 00:00:00,12/20/2017 00:00:00,6660000,6660000,58348
YHAGUY BATERIAS S.A.,14574,Compras  CREDITO,11/16/2017 00:00:00,12/16/2017 00:00:00,19234000,19234000,58348
YHAGUY BATERIAS S.A.,14764,Gastos Credito,11/22/2017 00:00:00,12/22/2017 00:00:00,560000,560000,58348
YHAGUY BATERIAS S.A.,14811,Compras  CREDITO,11/23/2017 00:00:00,12/23/2017 00:00:00,45884000,45884000,58348
YHAGUY BATERIAS S.A.,14812,Compras  CREDITO,11/23/2017 00:00:00,12/23/2017 00:00:00,5438000,5438000,58348
YHAGUY BATERIAS S.A.,15186,Gastos Credito,12/04/2017 00:00:00,01/03/2018 00:00:00,241000,241000,58348
YHAGUY BATERIAS S.A.,15333,Compras  CREDITO,12/11/2017 00:00:00,01/10/2018 00:00:00,2648000,2648000,58348
YHAGUY BATERIAS S.A.,15332,Compras  CREDITO,12/11/2017 00:00:00,01/10/2018 00:00:00,8432000,8432000,58348
YHAGUY BATERIAS S.A.,15388,Compras  CREDITO,12/12/2017 00:00:00,01/11/2018 00:00:00,6120000,6120000,58348
YHAGUY BATERIAS S.A.,15504,Compras  CREDITO,12/14/2017 00:00:00,01/13/2018 00:00:00,35068000,35068000,58348
YHAGUY BATERIAS S.A.,15618,Gastos Credito,12/19/2017 00:00:00,01/18/2018 00:00:00,401000,401000,58348
YHAGUY BATERIAS S.A.,15632,Compras  CREDITO,12/19/2017 00:00:00,01/18/2018 00:00:00,20375000,20375000,58348
YHAGUY BATERIAS S.A.,15633,Compras  CREDITO,12/19/2017 00:00:00,01/18/2018 00:00:00,32025000,32025000,58348
YHAGUY BATERIAS S.A.,15776,Compras  CREDITO,12/22/2017 00:00:00,01/21/2018 00:00:00,42544000,42544000,58348
YHAGUY BATERIAS S.A.,15858,Compras  CREDITO,12/26/2017 00:00:00,01/25/2018 00:00:00,3996000,3996000,58348
YHAGUY BATERIAS S.A.,15777,Compras  CREDITO,12/22/2017 00:00:00,01/21/2018 00:00:00,5495000,5495000,58348
YHAGUY BATERIAS S.A.,15865,Compras  CREDITO,12/26/2017 00:00:00,01/25/2018 00:00:00,1136000,1136000,58348
YHAGUY BATERIAS S.A.,16059,Gastos Credito,12/30/2017 00:00:00,01/29/2018 00:00:00,501130883,501130883,58348
YHAGUY BATERIAS S.A.,16127,Compras  CREDITO,01/03/2018 00:00:00,02/02/2018 00:00:00,437000,437000,58348
YHAGUY BATERIAS S.A.,16078,Compras  CREDITO,01/02/2018 00:00:00,02/01/2018 00:00:00,15474000,15474000,58348
YHAGUY BATERIAS S.A.,16225,Compras  CREDITO,01/05/2018 00:00:00,02/04/2018 00:00:00,24073000,24073000,58348
YHAGUY BATERIAS S.A.,16224,Compras  CREDITO,01/05/2018 00:00:00,02/04/2018 00:00:00,2711000,2711000,58348
YHAGUY BATERIAS S.A.,16215,Compras  CREDITO,01/05/2018 00:00:00,02/04/2018 00:00:00,6030000,6030000,58348
YHAGUY BATERIAS S.A.,16151,Compras  CREDITO,01/04/2018 00:00:00,02/03/2018 00:00:00,1628000,1628000,58348
YHAGUY BATERIAS S.A.,16401,Compras  CREDITO,01/11/2018 00:00:00,02/10/2018 00:00:00,4010000,4010000,58348
YHAGUY BATERIAS S.A.,16612,Compras  CREDITO,01/17/2018 00:00:00,02/16/2018 00:00:00,670000,670000,58348
YHAGUY BATERIAS S.A.,16243,Compras  CREDITO,01/06/2018 00:00:00,02/05/2018 00:00:00,14816000,14816000,58348
YHAGUY BATERIAS S.A.,16623,Compras  CREDITO,01/17/2018 00:00:00,01/17/2018 00:00:00,1832000,1832000,58348
YHAGUY BATERIAS S.A.,16622,Compras  CREDITO,01/17/2018 00:00:00,02/16/2018 00:00:00,14221000,14221000,58348
YHAGUY BATERIAS S.A.,16656,Compras  CREDITO,01/18/2018 00:00:00,02/17/2018 00:00:00,6610000,6610000,58348
YHAGUY BATERIAS S.A.,16657,Compras  CREDITO,01/18/2018 00:00:00,02/17/2018 00:00:00,4642000,4642000,58348
YHAGUY BATERIAS S.A.,16740,Compras  CREDITO,01/22/2018 00:00:00,02/21/2018 00:00:00,8088000,8088000,58348
YHAGUY BATERIAS S.A.,16916,Compras  CREDITO,01/26/2018 00:00:00,02/25/2018 00:00:00,4245000,4245000,58348
YHAGUY BATERIAS S.A.,16826,Compras  CREDITO,01/24/2018 00:00:00,02/23/2018 00:00:00,25715000,25715000,58348
YHAGUY BATERIAS S.A.,16827,Compras  CREDITO,01/24/2018 00:00:00,02/23/2018 00:00:00,1500000,1500000,58348
YHAGUY BATERIAS S.A.,16748,Compras  CREDITO,01/22/2018 00:00:00,02/21/2018 00:00:00,2516000,2516000,58348
YHAGUY BATERIAS S.A.,16804,Compras  CREDITO,01/24/2018 00:00:00,02/23/2018 00:00:00,3672000,3672000,58348
YHAGUY BATERIAS S.A.,17000,Compras  CREDITO,01/29/2018 00:00:00,03/01/2018 00:00:00,401000,401000,58348
YHAGUY BATERIAS S.A.,16867,Compras  CREDITO,01/25/2018 00:00:00,02/24/2018 00:00:00,8020000,8020000,58348
YHAGUY BATERIAS S.A.,17051,Compras  CREDITO,01/31/2018 00:00:00,03/02/2018 00:00:00,20226000,20226000,58348
YHAGUY BATERIAS S.A.,16732,Gastos Credito,01/22/2018 00:00:00,02/21/2018 00:00:00,33000,33000,58348
YHAGUY BATERIAS S.A.,17136,Compras  CREDITO,02/01/2018 00:00:00,03/03/2018 00:00:00,2703000,2703000,58348
YHAGUY BATERIAS S.A.,17186,Compras  CREDITO,02/02/2018 00:00:00,03/05/2018 00:00:00,7190000,7190000,58348
YHAGUY BATERIAS S.A.,17176,Compras  CREDITO,02/02/2018 00:00:00,03/04/2018 00:00:00,300000,300000,58348
YHAGUY BATERIAS S.A.,17266,Compras  CREDITO,02/06/2018 00:00:00,03/08/2018 00:00:00,6471000,6471000,58348
YHAGUY BATERIAS S.A.,17431,Compras  CREDITO,02/10/2018 00:00:00,03/12/2018 00:00:00,3330000,3330000,58348
YHAGUY BATERIAS S.A.,17439,Compras  CREDITO,02/12/2018 00:00:00,03/14/2018 00:00:00,24270000,24270000,58348
YHAGUY BATERIAS S.A.,17440,Compras  CREDITO,02/12/2018 00:00:00,03/14/2018 00:00:00,12135000,12135000,58348
YHAGUY BATERIAS S.A.,17418,Compras  CREDITO,02/09/2018 00:00:00,03/11/2018 00:00:00,2876000,2876000,58348
YHAGUY BATERIAS S.A.,17441,Compras  CREDITO,02/12/2018 00:00:00,03/14/2018 00:00:00,594000,594000,58348
YHAGUY BATERIAS S.A.,17400,Compras  CREDITO,02/09/2018 00:00:00,03/11/2018 00:00:00,3360000,3360000,58348
YHAGUY BATERIAS S.A.,17466,Compras  CREDITO,02/12/2018 00:00:00,03/14/2018 00:00:00,22061000,22061000,58348
YHAGUY BATERIAS S.A.,17476,Compras  CREDITO,02/13/2018 00:00:00,03/15/2018 00:00:00,1790000,1790000,58348
YHAGUY BATERIAS S.A.,17610,Compras  CREDITO,02/16/2018 00:00:00,03/18/2018 00:00:00,9661000,9661000,58348
YHAGUY BATERIAS S.A.,17774,Compras  CREDITO,02/22/2018 00:00:00,03/26/2018 00:00:00,9924000,9924000,58348
YHAGUY BATERIAS S.A.,17956,Compras  CREDITO,02/28/2018 00:00:00,03/31/2018 00:00:00,5776000,5776000,58348
YHAGUY BATERIAS S.A.,17957,Compras  CREDITO,02/28/2018 00:00:00,03/31/2018 00:00:00,2992000,2992000,58348
YHAGUY BATERIAS S.A.,18108,Compras  CREDITO,03/07/2018 00:00:00,04/06/2018 00:00:00,1458000,1458000,58348
YHAGUY BATERIAS S.A.,18063,Compras  CREDITO,03/05/2018 00:00:00,04/04/2018 00:00:00,17242000,17242000,58348
YHAGUY BATERIAS S.A.,18157,Compras  CREDITO,03/07/2018 00:00:00,04/06/2018 00:00:00,3090000,3090000,58348
YHAGUY BATERIAS S.A.,18201,Compras  CREDITO,03/08/2018 00:00:00,04/07/2018 00:00:00,3966000,3966000,58348
YHAGUY BATERIAS S.A.,18302,Compras  CREDITO,03/12/2018 00:00:00,04/11/2018 00:00:00,18860000,18860000,58348
YHAGUY BATERIAS S.A.,18303,Compras  CREDITO,03/12/2018 00:00:00,04/11/2018 00:00:00,18589000,18589000,58348
YHAGUY BATERIAS S.A.,18331,Compras  CREDITO,03/13/2018 00:00:00,04/12/2018 00:00:00,1206000,1206000,58348
YHAGUY BATERIAS S.A.,18362,Compras  CREDITO,03/14/2018 00:00:00,04/13/2018 00:00:00,2386000,2386000,58348
YHAGUY BATERIAS S.A.,18599,Compras  CREDITO,03/20/2018 00:00:00,04/19/2018 00:00:00,1698000,1698000,58348
YHAGUY BATERIAS S.A.,18634,Compras  CREDITO,03/21/2018 00:00:00,04/20/2018 00:00:00,9384000,9384000,58348
YHAGUY BATERIAS S.A.,18633,Compras  CREDITO,03/21/2018 00:00:00,04/20/2018 00:00:00,24141000,24141000,58348
YHAGUY BATERIAS S.A.,18417,Gastos Credito,03/15/2018 00:00:00,04/14/2018 00:00:00,335000,335000,58348
YHAGUY BATERIAS S.A.,18728,Compras  CREDITO,03/23/2018 00:00:00,04/22/2018 00:00:00,4374000,4374000,58348
YHAGUY BATERIAS S.A.,18664,Compras  CREDITO,03/21/2018 00:00:00,04/20/2018 00:00:00,1644000,1644000,58348
YHAGUY BATERIAS S.A.,18319,Gastos Credito,03/13/2018 00:00:00,04/12/2018 00:00:00,330000,330000,58348
YHAGUY BATERIAS S.A.,18706,Compras  CREDITO,03/22/2018 00:00:00,04/21/2018 00:00:00,942000,942000,58348
YHAGUY BATERIAS S.A.,18684,Compras  CREDITO,03/22/2018 00:00:00,04/21/2018 00:00:00,13008000,13008000,58348
YHAGUY BATERIAS S.A.,18737,Compras  CREDITO,03/23/2018 00:00:00,04/22/2018 00:00:00,6792000,6792000,58348
YHAGUY BATERIAS S.A.,18787,Compras  CREDITO,03/26/2018 00:00:00,04/25/2018 00:00:00,1224000,1224000,58348
YHAGUY BATERIAS S.A.,18784,Compras  CREDITO,03/26/2018 00:00:00,04/25/2018 00:00:00,7500000,7500000,58348
YHAGUY BATERIAS S.A.,18778,Compras  CREDITO,03/26/2018 00:00:00,04/25/2018 00:00:00,482000,482000,58348
YHAGUY BATERIAS S.A.,18775,Compras  CREDITO,03/26/2018 00:00:00,04/25/2018 00:00:00,482000,482000,58348
YHAGUY BATERIAS S.A.,18668,Compras  CREDITO,03/22/2018 00:00:00,04/21/2018 00:00:00,24300000,24300000,58348
YHAGUY BATERIAS S.A.,18841,Compras  CREDITO,03/27/2018 00:00:00,04/26/2018 00:00:00,10880000,10880000,58348
YHAGUY BATERIAS S.A.,18940,Compras  CREDITO,04/02/2018 00:00:00,05/02/2018 00:00:00,738000,738000,58348
YHAGUY BATERIAS S.A.,18779,Compras  CREDITO,03/26/2018 00:00:00,04/25/2018 00:00:00,13726000,13726000,58348
YHAGUY BATERIAS S.A.,19028,Compras  CREDITO,04/06/2018 00:00:00,05/06/2018 00:00:00,5600000,5600000,58348
YHAGUY BATERIAS S.A.,19134,Compras  CREDITO,04/10/2018 00:00:00,05/10/2018 00:00:00,2187000,2187000,58348
YHAGUY BATERIAS S.A.,19034,Compras  CREDITO,04/06/2018 00:00:00,05/06/2018 00:00:00,6660000,6660000,58348
YHAGUY BATERIAS S.A.,18925,Compras  CREDITO,04/02/2018 00:00:00,05/02/2018 00:00:00,3348000,3348000,58348
YHAGUY BATERIAS S.A.,19256,Compras  CREDITO,04/12/2018 00:00:00,05/12/2018 00:00:00,24195810,24195810,58348
YHAGUY BATERIAS S.A.,19232,Compras  CREDITO,04/12/2018 00:00:00,05/12/2018 00:00:00,19712000,19712000,58348
YHAGUY BATERIAS S.A.,18937,Compras  CREDITO,04/02/2018 00:00:00,05/02/2018 00:00:00,33883000,33883000,58348
YHAGUY BATERIAS S.A.,19338,Compras  CREDITO,04/16/2018 00:00:00,05/16/2018 00:00:00,7290000,7290000,58348
YHAGUY BATERIAS S.A.,19400,Compras  CREDITO,04/17/2018 00:00:00,05/18/2018 00:00:00,12587500,12587500,58348
YHAGUY BATERIAS S.A.,19446,Gastos Credito,04/18/2018 00:00:00,05/18/2018 00:00:00,374000,374000,58348
YHAGUY BATERIAS S.A.,19647,Compras  CREDITO,04/24/2018 00:00:00,05/24/2018 00:00:00,4374000,4374000,58348
YHAGUY BATERIAS S.A.,19590,Compras  CREDITO,04/23/2018 00:00:00,05/23/2018 00:00:00,482000,482000,58348
YHAGUY BATERIAS S.A.,19231,Compras  CREDITO,04/12/2018 00:00:00,05/12/2018 00:00:00,31604500,31604500,58348
YHAGUY BATERIAS S.A.,19680,Compras  CREDITO,04/25/2018 00:00:00,05/25/2018 00:00:00,22512000,22512000,58348
YHAGUY BATERIAS S.A.,19655,Compras  CREDITO,04/24/2018 00:00:00,05/24/2018 00:00:00,26650000,26650000,58348
YHAGUY BATERIAS S.A.,19664,Compras  CREDITO,04/25/2018 00:00:00,05/26/2018 00:00:00,2290000,2290000,58348
YHAGUY BATERIAS S.A.,19667,Compras  CREDITO,04/25/2018 00:00:00,05/25/2018 00:00:00,14993000,14993000,58348
YHAGUY BATERIAS S.A.,19660,Compras  CREDITO,04/25/2018 00:00:00,05/25/2018 00:00:00,53170000,53170000,58348
YHAGUY BATERIAS S.A.,19792,Compras  CREDITO,04/27/2018 00:00:00,05/28/2018 00:00:00,3940000,3940000,58348
YHAGUY BATERIAS S.A.,19865,Compras  CREDITO,04/30/2018 00:00:00,05/30/2018 00:00:00,7756000,7756000,58348
YHAGUY BATERIAS S.A.,19867,Compras  CREDITO,04/30/2018 00:00:00,05/30/2018 00:00:00,16015000,16015000,58348
YHAGUY BATERIAS S.A.,20113,Compras  CREDITO,05/08/2018 00:00:00,06/07/2018 00:00:00,22236000,22236000,58348
YHAGUY BATERIAS S.A.,20114,Compras  CREDITO,05/08/2018 00:00:00,06/07/2018 00:00:00,19532400,19532400,58348
YHAGUY BATERIAS S.A.,20111,Compras  CREDITO,05/08/2018 00:00:00,06/07/2018 00:00:00,6949000,6949000,58348
YHAGUY BATERIAS S.A.,20168,Compras  CREDITO,05/09/2018 00:00:00,06/11/2018 00:00:00,8262000,8262000,58348
YHAGUY BATERIAS S.A.,20306,Compras  CREDITO,05/11/2018 00:00:00,06/08/2018 00:00:00,5450000,5450000,58348
YHAGUY BATERIAS S.A.,20414,Compras  CREDITO,05/17/2018 00:00:00,06/16/2018 00:00:00,2265000,2265000,58348
YHAGUY BATERIAS S.A.,20303,Gastos Credito,05/11/2018 00:00:00,06/10/2018 00:00:00,374000,374000,58348
YHAGUY BATERIAS S.A.,20615,Compras  CREDITO,05/22/2018 00:00:00,06/21/2018 00:00:00,936000,936000,58348
YHAGUY BATERIAS S.A.,20616,Compras  CREDITO,05/22/2018 00:00:00,06/21/2018 00:00:00,2232000,2232000,58348
YHAGUY BATERIAS S.A.,20830,Compras  CREDITO,05/26/2018 00:00:00,06/25/2018 00:00:00,1459000,1459000,58348
YHAGUY BATERIAS S.A.,20663,Compras  CREDITO,05/23/2018 00:00:00,06/22/2018 00:00:00,11290000,11290000,58348
YHAGUY BATERIAS S.A.,20707,Compras  CREDITO,05/24/2018 00:00:00,06/23/2018 00:00:00,5475000,5475000,58348
YHAGUY BATERIAS S.A.,20890,Compras  CREDITO,05/28/2018 00:00:00,06/27/2018 00:00:00,2262000,2262000,58348
YHAGUY BATERIAS S.A.,20720,Compras  CREDITO,05/24/2018 00:00:00,06/23/2018 00:00:00,10238000,10238000,58348
YHAGUY BATERIAS S.A.,20950,Compras  CREDITO,05/29/2018 00:00:00,06/28/2018 00:00:00,7295000,7295000,58348
YHAGUY BATERIAS S.A.,20978,Compras  CREDITO,05/30/2018 00:00:00,06/30/2018 00:00:00,12611200,12611200,58348
YHAGUY BATERIAS S.A.,21199,Compras  CREDITO,06/05/2018 00:00:00,07/05/2018 00:00:00,10131200,10131200,58348
YHAGUY BATERIAS S.A.,21207,Compras  CREDITO,06/05/2018 00:00:00,07/05/2018 00:00:00,20254000,20254000,58348
YHAGUY BATERIAS S.A.,21210,Compras  CREDITO,06/05/2018 00:00:00,07/05/2018 00:00:00,12250000,12250000,58348
YHAGUY BATERIAS S.A.,21527,Compras  CREDITO,06/15/2018 00:00:00,07/15/2018 00:00:00,917760,917760,58348
YHAGUY BATERIAS S.A.,21219,Gastos Credito,06/06/2018 00:00:00,07/06/2018 00:00:00,560000,560000,58348
YHAGUY BATERIAS S.A.,21359,Gastos Credito,06/12/2018 00:00:00,07/12/2018 00:00:00,373000,373000,58348
YHAGUY BATERIAS S.A.,21563,Compras  CREDITO,06/15/2018 00:00:00,07/15/2018 00:00:00,7761000,7761000,58348
YHAGUY BATERIAS S.A.,21768,Compras  CREDITO,06/21/2018 00:00:00,07/21/2018 00:00:00,30119000,30119000,58348
YHAGUY BATERIAS S.A.,21769,Compras  CREDITO,06/21/2018 00:00:00,07/21/2018 00:00:00,1750000,1750000,58348
YHAGUY BATERIAS S.A.,21845,Compras  CREDITO,06/22/2018 00:00:00,07/22/2018 00:00:00,1459000,1459000,58348
YHAGUY BATERIAS S.A.,21853,Compras  CREDITO,06/23/2018 00:00:00,07/23/2018 00:00:00,13451400,13451400,58348
YHAGUY BATERIAS S.A.,21751,Compras  CREDITO,06/20/2018 00:00:00,07/20/2018 00:00:00,35199200,35199200,58348
YHAGUY BATERIAS S.A.,21746,Compras  CREDITO,06/20/2018 00:00:00,07/20/2018 00:00:00,17650000,17650000,58348
YHAGUY BATERIAS S.A.,21411,Compras  CREDITO,06/13/2018 00:00:00,07/13/2018 00:00:00,3946000,3946000,58348
YHAGUY BATERIAS S.A.,21864,Gastos Credito,06/25/2018 00:00:00,07/25/2018 00:00:00,262000,262000,58348
YHAGUY BATERIAS S.A.,21752,Compras  CREDITO,06/20/2018 00:00:00,07/20/2018 00:00:00,4254000,4254000,58348
YHAGUY BATERIAS S.A.,21930,Compras  CREDITO,06/26/2018 00:00:00,07/26/2018 00:00:00,4015000,4015000,58348
YHAGUY BATERIAS S.A.,21995,Compras  CREDITO,06/28/2018 00:00:00,08/01/2018 00:00:00,917760,917760,58348
YHAGUY BATERIAS S.A.,22181,Compras  CREDITO,07/04/2018 00:00:00,08/03/2018 00:00:00,1062000,1062000,58348
YHAGUY BATERIAS S.A.,22158,Compras  CREDITO,07/03/2018 00:00:00,08/02/2018 00:00:00,7295000,7295000,58348
YHAGUY BATERIAS S.A.,22256,Compras  CREDITO,07/06/2018 00:00:00,08/05/2018 00:00:00,13290000,13290000,58348
YHAGUY BATERIAS S.A.,22384,Compras  CREDITO,07/11/2018 00:00:00,08/10/2018 00:00:00,28800,28800,58348
YHAGUY BATERIAS S.A.,22491,Compras  CREDITO,07/13/2018 00:00:00,08/13/2018 00:00:00,3315000,3315000,58348
YHAGUY BATERIAS S.A.,22442,Compras  CREDITO,07/12/2018 00:00:00,08/11/2018 00:00:00,15190000,15190000,58348
YHAGUY BATERIAS S.A.,22503,Compras  CREDITO,07/14/2018 00:00:00,08/13/2018 00:00:00,6040000,6040000,58348
YHAGUY BATERIAS S.A.,22588,Compras  CREDITO,07/17/2018 00:00:00,08/16/2018 00:00:00,24995000,24995000,58348
YHAGUY BATERIAS S.A.,22539,Gastos Credito,07/16/2018 00:00:00,08/15/2018 00:00:00,629000,629000,58348
YHAGUY BATERIAS S.A.,22663,Compras  CREDITO,07/20/2018 00:00:00,08/19/2018 00:00:00,6452000,6452000,58348
YHAGUY BATERIAS S.A.,22662,Compras  CREDITO,07/20/2018 00:00:00,08/19/2018 00:00:00,11787700,11787700,58348
YHAGUY BATERIAS S.A.,22807,Compras  CREDITO,07/25/2018 00:00:00,08/24/2018 00:00:00,803000,803000,58348
YHAGUY BATERIAS S.A.,22816,Compras  CREDITO,07/25/2018 00:00:00,08/24/2018 00:00:00,2180000,2180000,58348
YHAGUY BATERIAS S.A.,22806,Compras  CREDITO,07/25/2018 00:00:00,08/24/2018 00:00:00,24413000,24413000,58348
YHAGUY BATERIAS S.A.,22815,Gastos Credito,07/25/2018 00:00:00,08/24/2018 00:00:00,345000,345000,58348
YHAGUY BATERIAS S.A.,22846,Compras  CREDITO,07/26/2018 00:00:00,08/25/2018 00:00:00,7990800,7990800,58348
YHAGUY BATERIAS S.A.,22852,Compras  CREDITO,07/26/2018 00:00:00,08/25/2018 00:00:00,719500,719500,58348
YHAGUY BATERIAS S.A.,22808,Compras  CREDITO,07/25/2018 00:00:00,08/24/2018 00:00:00,24799000,24799000,58348
YHAGUY BATERIAS S.A.,23008,Compras  CREDITO,07/31/2018 00:00:00,08/30/2018 00:00:00,5809500,5809500,58348
YHAGUY BATERIAS S.A.,23149,Gastos Credito,08/06/2018 00:00:00,09/05/2018 00:00:00,289000,289000,58348
YHAGUY BATERIAS S.A.,23199,Compras  CREDITO,08/07/2018 00:00:00,09/06/2018 00:00:00,3606000,3606000,58348
YHAGUY BATERIAS S.A.,23201,Compras  CREDITO,08/07/2018 00:00:00,09/06/2018 00:00:00,1680000,1680000,58348
YHAGUY BATERIAS S.A.,23198,Compras  CREDITO,08/07/2018 00:00:00,09/06/2018 00:00:00,16608200,16608200,58348
YHAGUY BATERIAS S.A.,23144,Compras  CREDITO,08/06/2018 00:00:00,09/05/2018 00:00:00,1320000,1320000,58348
YHAGUY BATERIAS S.A.,23204,Compras  CREDITO,08/07/2018 00:00:00,09/06/2018 00:00:00,13320000,13320000,58348
YHAGUY BATERIAS S.A.,23266,Gastos Credito,08/09/2018 00:00:00,09/08/2018 00:00:00,269000,269000,58348
YHAGUY BATERIAS S.A.,23367,Compras  CREDITO,08/14/2018 00:00:00,09/13/2018 00:00:00,4002000,4002000,58348
